"Date,Open,High,Low,Close,AdjClose,Volume,return,volatility_20d,return_z"
"2019-02-15,25564.63,25883.72,25564.63,25883.25,25883.25,328530000.0,0.01744774540584504,0.008588948897354566,1.2651072707803546"
"2019-02-19,25849.85,25961.44,25820.01,25891.32,25891.32,280620000.0,0.00031178464837289255,0.0082224376487849,-0.004147219820483778"
"2019-02-20,25872.26,25986.2,25846.48,25954.44,25954.44,287880000.0,0.002437882657199353,0.0074720468516925685,0.15333210003520492"
"2019-02-21,25922.41,25938.88,25762.21,25850.63,25850.63,255710000.0,-0.003999701014546941,0.007574368155008188,-0.32349742237250007"
"2019-02-22,25906.27,26052.9,25906.27,26031.81,26031.81,279760000.0,0.007008726673199073,0.00759040579625229,0.49189288313071006"
"2019-02-25,26126.15,26241.42,26080.66,26091.95,26091.95,281600000.0,0.002310250420543225,0.007515456935153967,0.14387842586927993"
"2019-02-26,26051.61,26155.29,25966.01,26057.98,26057.98,257850000.0,-0.0013019341214436375,0.007117061284313814,-0.12367479251659677"
"2019-02-27,25995.6,26039.68,25877.24,25985.16,25985.16,255380000.0,-0.0027945374123397038,0.0072347996185872215,-0.23423138496381785"
"2019-02-28,25984.28,26029.21,25896.56,25916.0,25916.0,338520000.0,-0.0026615191132168814,0.006416031306252444,-0.22437876707543317"
"2019-03-01,26019.67,26143.92,25914.37,26026.32,26026.32,289890000.0,0.004256829757678604,0.006412545391088413,0.2880608618551076"
"2019-03-04,26122.19,26155.98,25611.55,25819.65,25819.65,295510000.0,-0.007940807613216139,0.006786118336980261,-0.6154137799724807"
"2019-03-05,25829.07,25877.15,25725.63,25806.63,25806.63,252260000.0,-0.0005042670988956166,0.006672948511945548,-0.06459188116411835"
"2019-03-06,25818.76,25837.61,25633.71,25673.46,25673.46,256250000.0,-0.005160301829413627,0.006673256274371913,-0.40946271004522"
"2019-03-07,25645.45,25645.45,25352.55,25473.23,25473.23,289140000.0,-0.007799104600626494,0.006925373076557251,-0.60491788846067"
"2019-03-08,25347.38,25466.14,25252.46,25450.24,25450.24,270500000.0,-0.0009025160923840092,0.006611532674426981,-0.09409004181682595"
"2019-03-11,25208.0,25661.63,25208.0,25650.88,25650.88,309790000.0,0.007883619172157186,0.0067629716045605175,0.5566958579281026"
"2019-03-12,25600.3,25675.44,25522.17,25554.66,25554.66,317730000.0,-0.0037511383625045136,0.006813436160950182,-0.30508647554753515"
"2019-03-13,25637.23,25776.49,25571.31,25702.89,25702.89,331410000.0,0.005800507617788719,0.0061074143038979305,0.4024005293949912"
"2019-03-14,25692.31,25752.84,25621.31,25709.94,25709.94,302790000.0,0.00027428822206365666,0.006032139415275663,-0.006924566719678113"
"2019-03-15,25720.96,25927.91,25649.7,25848.87,25848.87,616910000.0,0.005403746566503109,0.006039509665791441,0.37301258008959964"
"2019-03-18,25801.88,25924.77,25785.66,25914.1,25914.1,303170000.0,0.0025235145675612802,0.004635113208818904,0.15967482503929967"
"2019-03-19,25987.87,26109.68,25814.92,25887.38,25887.38,342250000.0,-0.0010310988998266657,0.004641145382746132,-0.10361412442126873"
"2019-03-20,25867.79,25929.52,25670.63,25745.67,25745.67,321980000.0,-0.005474095872197271,0.004758363011218123,-0.4327053226751106"
"2019-03-21,25688.44,26009.9,25657.78,25962.51,25962.51,335250000.0,0.00842238714315835,0.005063726131347082,0.5966022090375345"
"2019-03-22,25844.65,25877.01,25501.45,25502.32,25502.32,386510000.0,-0.01772517372164706,0.00621094674678982,-1.3401382816549061"
"2019-03-25,25490.72,25603.27,25372.26,25516.83,25516.83,303120000.0,0.000568967842925705,0.006174070534072057,0.014902247508092235"
"2019-03-26,25649.56,25796.29,25544.78,25657.73,25657.73,305110000.0,0.005521845777864964,0.006348161942872162,0.3817601464781425"
"2019-03-27,25676.34,25758.17,25425.27,25625.59,25625.59,270340000.0,-0.0012526439400523115,0.006331422835284288,-0.12002388639239885"
"2019-03-28,25693.32,25743.41,25576.69,25717.46,25717.46,237170000.0,0.003585088187237906,0.006382260817325448,0.23830520374686096"
"2019-03-29,25827.31,25949.32,25771.67,25928.68,25928.68,300620000.0,0.00821309724988395,0.006590949891163754,0.5811001814223002"
"2019-04-01,26075.1,26280.9,26071.69,26258.42,26258.42,295570000.0,0.012717191928011573,0.006919130226264388,0.9147168649112603"
"2019-04-02,26213.55,26221.24,26122.31,26179.13,26179.13,250940000.0,-0.003019602855007908,0.006968029623060701,-0.250901901886023"
"2019-04-03,26238.03,26282.17,26138.47,26218.13,26218.13,271980000.0,0.0014897362899377598,0.006828938569653525,0.08310323738629342"
"2019-04-04,26213.42,26398.9,26212.78,26384.63,26384.63,233040000.0,0.006350567336419477,0.006590254214398922,0.4431432562167883"
"2019-04-05,26427.56,26487.57,26370.82,26424.99,26424.99,229550000.0,0.0015296784529477137,0.006560523758482517,0.08606173912904447"
"2019-04-08,26312.67,26344.65,26246.03,26341.02,26341.02,229380000.0,-0.003177673860992991,0.006495602353661176,-0.2626101648203247"
"2019-04-09,26243.54,26246.34,26103.14,26150.58,26150.58,244410000.0,-0.007229788368104173,0.00668320572511668,-0.5627488385353069"
"2019-04-10,26173.71,26209.49,26101.24,26157.16,26157.16,203130000.0,0.000251619658149016,0.006595660813389241,-0.00860361914932281"
"2019-04-11,26188.21,26229.88,26062.59,26143.05,26143.05,211680000.0,-0.000539431650836697,0.006602211284547665,-0.06719650696204571"
"2019-04-12,26357.79,26436.68,26309.72,26412.3,26412.3,369910000.0,0.010299104350869559,0.006865178322946607,0.7356099820587602"
"2019-04-15,26407.76,26424.85,26316.42,26384.77,26384.77,250620000.0,-0.001042317405148263,0.006872594207409181,-0.10444507510205026"
"2019-04-16,26482.19,26530.71,26397.19,26452.66,26452.66,302340000.0,0.0025730753006374396,0.006865911716850876,0.16334577083012466"
"2019-04-17,26468.53,26501.02,26391.86,26449.54,26449.54,367780000.0,-0.00011794655055474834,0.006698276918721316,-0.035977256181436094"
"2019-04-18,26463.37,26602.42,26444.53,26559.54,26559.54,332850000.0,0.004158862498175875,0.0065277208421117595,0.2808044619475929"
"2019-04-22,26510.77,26553.05,26458.61,26511.05,26511.05,232570000.0,-0.0018257093308092776,0.0048629068816684,-0.16247063512862217"
"2019-04-23,26513.83,26695.96,26503.56,26656.39,26656.39,311690000.0,0.005482242310282048,0.004913169635718419,0.37882673178465576"
"2019-04-24,26652.56,26680.58,26582.86,26597.05,26597.05,283370000.0,-0.0022261078863267114,0.004942693395521125,-0.19212801307277905"
"2019-04-25,26426.37,26536.48,26310.28,26462.08,26462.08,296730000.0,-0.005074622937506157,0.005137423523103753,-0.4031165051348335"
"2019-04-26,26454.62,26543.56,26392.55,26543.33,26543.33,317290000.0,0.003070431349311953,0.005128342675871823,0.20018475564936503"
"2019-04-29,26559.87,26602.54,26520.75,26554.39,26554.39,279450000.0,0.00041667718406079857,0.004889485935007904,0.003622132819655158"
"2019-04-30,26594.56,26614.04,26419.47,26592.91,26592.91,340320000.0,0.0014506076019822345,0.004074319809236387,0.08020498945016803"
"2019-05-01,26639.06,26689.39,26426.38,26430.14,26430.14,303850000.0,-0.006120804379813993,0.004275034523122526,-0.4806067907643372"
"2019-05-02,26407.15,26454.69,26180.36,26307.79,26307.79,287610000.0,-0.004629184711091194,0.004416041036311081,-0.3701230548600403"
"2019-05-03,26379.14,26534.96,26370.09,26504.95,26504.95,248900000.0,0.007494358134985779,0.004506635771305462,0.5278634319883835"
"2019-05-06,26160.62,26476.27,26033.95,26438.48,26438.48,283020000.0,-0.00250783344243255,0.0045360242902733276,-0.21299532435256419"
"2019-05-07,26276.9,26276.9,25789.71,25965.09,25965.09,334960000.0,-0.01790534100296237,0.006033382351151806,-1.3534832078078847"
"2019-05-08,25933.79,26118.1,25889.41,25967.33,25967.33,276420000.0,8.626967978941913e-05,0.0058352484869889105,-0.020851032966616674"
"2019-05-09,25878.85,25884.89,25517.39,25828.36,25828.36,334760000.0,-0.005351724647855605,0.005939176412333815,-0.42364132981154995"
"2019-05-10,25763.72,26019.32,25469.86,25942.37,25942.37,294580000.0,0.004414140115748699,0.006044862163295275,0.2997127838701268"
"2019-05-13,25568.06,25568.06,25222.51,25324.99,25324.99,361240000.0,-0.02379813409491871,0.0075090613250336745,-1.7899602866250595"
"2019-05-14,25384.03,25688.96,25384.03,25532.05,25532.05,291570000.0,0.008176113791160233,0.007850781708769017,0.5783608298488813"
"2019-05-15,25400.13,25724.89,25341.94,25648.02,25648.02,270720000.0,0.0045421342978726464,0.00791808154651981,0.3091932672075295"
"2019-05-16,25692.14,25957.63,25692.14,25862.68,25862.68,320960000.0,0.00836945697952518,0.008218541304365383,0.5926816907292545"
"2019-05-17,25719.95,25948.74,25657.78,25764.0,25764.0,283760000.0,-0.0038155365182571677,0.008143644119577003,-0.3098564239345742"
"2019-05-20,25655.31,25751.71,25560.55,25679.9,25679.9,279560000.0,-0.0032642446825026372,0.008153134524613853,-0.26902243463765657"
"2019-05-21,25782.34,25898.27,25779.61,25877.33,25877.33,260870000.0,0.007688114050288464,0.008267525657914141,0.5422148634055669"
"2019-05-22,25818.46,25878.21,25755.11,25776.61,25776.61,241760000.0,-0.0038922098995530785,0.008284142560127128,-0.31553559389164526"
"2019-05-23,25657.99,25657.99,25328.09,25490.47,25490.47,316940000.0,-0.01110076150432504,0.008525817799388984,-0.8494704356305337"
"2019-05-24,25551.07,25670.81,25496.2,25585.69,25585.69,201370000.0,0.003735513703748694,0.008547223510331062,0.24944716800754674"
"2019-05-28,25616.55,25717.63,25342.28,25347.77,25347.77,358980000.0,-0.009298947966617233,0.008689480701027584,-0.7160107506832635"
"2019-05-29,25231.46,25231.46,24938.24,25126.41,25126.41,298930000.0,-0.00873291812258048,0.008757077040987979,-0.6740851223787947"
"2019-05-30,25139.94,25218.54,25066.75,25169.88,25169.88,215240000.0,0.0017300521642367173,0.008776115771581093,0.10090334833038586"
"2019-05-31,25046.31,25046.31,24809.51,24815.04,24815.04,292230000.0,-0.014097802611693022,0.009149958524071786,-1.0714601996058848"
"2019-06-03,24830.16,24935.21,24680.57,24819.78,24819.78,328240000.0,0.00019101319199954503,0.008855273734348518,-0.013092718442230592"
"2019-06-04,24962.82,25343.77,24962.82,25332.18,25332.18,281690000.0,0.02064482441020843,0.010344395028532464,1.5019137703123073"
"2019-06-05,25451.0,25544.66,25373.58,25539.57,25539.57,262660000.0,0.008186820084177482,0.009878894309024926,0.5791538411472938"
"2019-06-06,25567.45,25800.3,25518.05,25720.66,25720.66,248070000.0,0.00709056573779443,0.010034132145612239,0.4979546734040646"
"2019-06-07,25768.72,26072.75,25768.72,25983.94,25983.94,263010000.0,0.010236129243961889,0.010235029014601417,0.7309454383912115"
"2019-06-10,26090.22,26210.61,26054.31,26062.68,26062.68,249280000.0,0.0030303333520629305,0.010210758938072776,0.19721471132020602"
"2019-06-11,26180.59,26248.67,25998.87,26048.51,26048.51,253490000.0,-0.0005436892905872348,0.008506245749385315,-0.06751186881710682"
"2019-06-12,26040.3,26082.1,25958.66,26004.83,26004.83,223690000.0,-0.0016768713450403538,0.008380200879330195,-0.15144625870275913"
"2019-06-13,26036.94,26146.91,25995.71,26106.77,26106.77,213400000.0,0.003920041007766661,0.008367315172171205,0.2631150394842682"
"2019-06-14,26076.36,26162.28,25988.09,26089.61,26089.61,208020000.0,-0.0006573007691108579,0.008185823897518986,-0.07592703043779563"
"2019-06-17,26108.53,26165.78,26049.8,26112.53,26112.53,199500000.0,0.0008785106408260024,0.008123580083574796,0.037829971948449684"
"2019-06-18,26228.9,26527.19,26227.8,26465.54,26465.54,273490000.0,0.013518797297695784,0.008547910127559026,0.9740914882289388"
"2019-06-19,26490.16,26569.75,26415.05,26504.0,26504.0,240950000.0,0.001453210476717981,0.008424789286449444,0.08039778345183363"
"2019-06-20,26665.38,26798.63,26539.69,26753.17,26753.17,278170000.0,0.00940122245698749,0.008523157738632714,0.6691041909934964"
"2019-06-21,26749.12,26907.37,26705.87,26719.13,26719.13,485560000.0,-0.001272372582389214,0.008001789659490664,-0.12148517988121897"
"2019-06-24,26727.61,26806.52,26723.37,26727.54,26727.54,232390000.0,0.0003147557573917048,0.008008001799835874,-0.003927150837042174"
"2019-06-25,26731.61,26752.31,26527.66,26548.22,26548.22,282160000.0,-0.0067091846088341844,0.007830991914335044,-0.5241879040987023"
"2019-06-26,26599.42,26660.04,26536.33,26536.82,26536.82,274340000.0,-0.0004294073199635484,0.007422188671767015,-0.05904704408613416"
"2019-06-27,26523.72,26607.24,26465.32,26526.58,26526.58,246930000.0,-0.00038587894103359055,0.007452667321001492,-0.0558229126115489"
"2019-06-28,26605.93,26638.35,26522.27,26599.96,26599.96,499350000.0,0.002766281970762785,0.0063264252470159234,0.17765651985326875"
"2019-07-01,26805.86,26890.64,26616.21,26717.43,26717.43,267670000.0,0.004416172054394041,0.0062805660184376035,0.2998632888395724"
"2019-07-02,26719.53,26787.56,26632.65,26786.68,26786.68,219270000.0,0.002591940916472968,0.004853649555477038,0.16474314025434872"
"2019-07-03,26832.32,26966.0,26831.44,26966.0,26966.0,149840000.0,0.006694371978908986,0.004777450937546477,0.4686087432440589"
"2019-07-05,26867.75,26950.81,26733.33,26922.12,26922.12,192170000.0,-0.0016272342950381935,0.004756494011783459,-0.1477696601444934"
"2019-07-08,26835.64,26839.14,26744.87,26806.14,26806.14,214290000.0,-0.004307981689406271,0.004587457636940357,-0.3463316618101715"
"2019-07-09,26725.12,26807.7,26665.57,26783.49,26783.49,218330000.0,-0.0008449556706037198,0.004604287004905799,-0.08982656194198711"
"2019-07-10,26851.96,26983.45,26813.11,26860.2,26860.2,207990000.0,0.0028640778330231154,0.00459258505430686,0.18490022442827947"
"2019-07-11,26950.16,27088.45,26916.32,27088.08,27088.08,252300000.0,0.008483927893314203,0.004775721265333961,0.6011605104129738"
"2019-07-12,27139.49,27333.79,27135.45,27332.03,27332.03,248390000.0,0.009005806243927106,0.005009993204499262,0.6398158533749345"
"2019-07-15,27364.69,27364.69,27294.17,27359.16,27359.16,199730000.0,0.000992608306078946,0.004972040815473003,0.046281145246464005"
"2019-07-16,27349.32,27398.68,27290.24,27335.63,27335.63,226000000.0,-0.0008600410246513146,0.005014875019218025,-0.09094392872627226"
"2019-07-17,27320.91,27343.06,27218.38,27219.85,27219.85,193930000.0,-0.004235497773418917,0.004466474015804565,-0.34096280405160284"
"2019-07-18,27191.98,27266.81,27068.79,27222.97,27222.97,216070000.0,0.00011462223340696909,0.004475899947091201,-0.018750969450575743"
"2019-07-19,27246.38,27342.96,27145.78,27154.2,27154.2,287690000.0,-0.002526175505464745,0.0041275544791985,-0.21435391440771154"
"2019-07-22,27174.18,27227.77,27088.9,27171.9,27171.9,216310000.0,0.0006518328656339722,0.004100212519813566,0.02104003013229358"
"2019-07-23,27231.86,27368.81,27204.58,27349.19,27349.19,248850000.0,0.006524755353876532,0.0042884782788849855,0.45604530043218594"
"2019-07-24,27262.24,27291.04,27191.12,27269.97,27269.97,244320000.0,-0.0028966122945505157,0.003995014881204627,-0.24179203501766033"
"2019-07-25,27247.39,27298.43,27062.48,27140.98,27140.98,241420000.0,-0.004730111547610827,0.004205987088765513,-0.37759866957973565"
"2019-07-26,27166.0,27213.7,27123.25,27192.45,27192.45,233650000.0,0.0018963943085328339,0.004193505486339073,0.11322425152409533"
"2019-07-29,27192.24,27275.85,27178.06,27221.35,27221.35,250850000.0,0.001062795003760053,0.004178332078982155,0.051479848865888626"
"2019-07-30,27145.39,27224.36,27069.86,27198.02,27198.02,293250000.0,-0.0008570478686765748,0.004128358171492084,-0.09072222673268251"
"2019-07-31,27244.67,27281.65,26719.6,26864.27,26864.27,385150000.0,-0.012271113853140725,0.005043963491353309,-0.9361580159386179"
"2019-08-01,26879.86,27175.59,26548.71,26583.42,26583.42,386320000.0,-0.010454406540732486,0.005323932580545638,-0.8015951544208554"
"2019-08-02,26528.66,26570.02,26249.22,26485.01,26485.01,327640000.0,-0.0037019315046746826,0.005363004540672617,-0.3014417411697655"
"2019-08-05,26259.23,26259.23,25523.38,25717.74,25717.74,422240000.0,-0.028969972070994054,0.00826242480945025,-2.1730364776073"
"2019-08-06,25810.62,26038.68,25710.87,26029.52,26029.52,318160000.0,0.012123149234730457,0.008848967243922139,0.8707163348722956"
"2019-08-07,25814.22,26073.21,25440.39,26007.07,26007.07,344790000.0,-0.0008624822893391615,0.008793757641981826,-0.09112475232943346"
"2019-08-08,26086.52,26383.61,26038.1,26378.19,26378.19,282530000.0,0.014269965820832509,0.009226637047227508,1.0297302723440078"
"2019-08-09,26337.09,26413.36,26097.64,26287.44,26287.44,240260000.0,-0.003440342191788015,0.008910242677352367,-0.2820659142305137"
"2019-08-12,26169.91,26178.95,25824.94,25896.44,25896.44,199390000.0,-0.014874023488023136,0.009334592013700835,-1.1289546025707438"
"2019-08-13,25888.88,26426.97,25833.25,26279.91,26279.91,308900000.0,0.014807826867322404,0.01012157358999169,1.0695694478789355"
"2019-08-14,26035.08,26035.08,25471.59,25479.42,25479.42,352250000.0,-0.03046014997768265,0.011967837894024395,-2.2834134227128673"
"2019-08-15,25514.25,25639.69,25339.6,25579.39,25579.39,332600000.0,0.003923558699530982,0.012053854115738265,0.26337559365637475"
"2019-08-16,25678.17,25929.65,25678.17,25886.01,25886.01,276210000.0,0.011986994216828473,0.01251442205408064,0.8606313813446927"
"2019-08-19,26020.06,26222.32,26020.06,26135.79,26135.79,252640000.0,0.009649227517102954,0.012785417786671114,0.6874738371836595"
"2019-08-20,26086.86,26160.12,25952.0,25962.44,25962.44,238100000.0,-0.006632667311759155,0.012669052330108543,-0.5185202952441028"
"2019-08-21,26145.36,26268.32,26141.77,26202.73,26202.73,208790000.0,0.009255293416181365,0.01293864614811332,0.6582952790816573"
"2019-08-22,26271.64,26388.78,26099.01,26252.24,26252.24,222810000.0,0.0018894977737053953,0.012947479403825322,0.11271342765356945"
"2019-08-23,26134.21,26320.29,25507.18,25628.9,25628.9,364260000.0,-0.023744259537471835,0.013824561987993414,-1.7859698174044316"
"2019-08-26,25826.05,25941.25,25716.39,25898.83,25898.83,222780000.0,0.010532250701356771,0.014125056265657115,0.7528790489357985"
"2019-08-27,26014.46,26054.02,25721.85,25777.9,25777.9,263530000.0,-0.004669322899914841,0.014128981220662374,-0.37309607616477125"
"2019-08-28,25712.99,26041.57,25637.43,26036.1,26036.1,207070000.0,0.010016331819116209,0.01420330410386487,0.7146651216668498"
"2019-08-29,26249.09,26408.84,26185.71,26362.25,26362.25,208650000.0,0.012526837736834606,0.014366675207311223,0.9006173979846275"
"2019-08-30,26476.39,26514.62,26295.59,26403.28,26403.28,216160000.0,0.0015563921895891397,0.014349606825694543,0.08804041605721571"
"2019-09-03,26198.26,26198.26,25978.22,26118.02,26118.02,223210000.0,-0.010803960720031647,0.012927543679068437,-0.8274865075852985"
"2019-09-04,26301.99,26362.35,26244.44,26355.47,26355.47,202710000.0,0.009091424235068368,0.012805630201125476,0.646157547387328"
"2019-09-05,26603.15,26836.3,26603.15,26728.15,26728.15,256670000.0,0.014140518078410214,0.013144186651854003,1.0201421243146658"
"2019-09-06,26790.25,26860.87,26708.39,26797.46,26797.46,209700000.0,0.0025931461773447406,0.012799642359064452,0.16483241349647934"
"2019-09-09,26866.23,26900.83,26762.18,26835.51,26835.51,273120000.0,0.0014199106930283811,0.012759630488196552,0.07793128037200887"
"2019-09-10,26805.83,26909.43,26717.05,26909.43,26909.43,322340000.0,0.002754559164331205,0.012193665196345805,0.17678821576945836"
"2019-09-11,26928.05,27137.04,26885.48,27137.04,27137.04,272590000.0,0.008458373142797848,0.011922055076428286,0.5992676791729791"
"2019-09-12,27197.32,27306.73,27105.01,27182.45,27182.45,250010000.0,0.0016733586271753254,0.009223334610342459,0.09670407829693652"
"2019-09-13,27216.67,27277.55,27193.95,27219.52,27219.52,255260000.0,0.0013637475650649655,0.009231704010115353,0.07377129755093065"
"2019-09-16,27146.06,27172.87,27032.56,27076.82,27076.82,220620000.0,-0.005242561220771047,0.00916762579189745,-0.4155556337716571"
"2019-09-17,27010.12,27110.8,26984.14,27110.8,27110.8,223580000.0,0.0012549479591767998,0.009003728416868272,0.06571254961706068"
"2019-09-18,27075.39,27161.93,26899.15,27147.08,27147.08,212860000.0,0.0013382120778435702,0.008781137464278985,0.07187989313631074"
"2019-09-19,27186.05,27272.17,27064.21,27094.79,27094.79,212360000.0,-0.00192617401208528,0.008668231992418562,-0.1699120181745506"
"2019-09-20,27102.18,27194.75,26926.68,26935.07,26935.07,497640000.0,-0.005894860229586629,0.008833002179362366,-0.4638711882871886"
"2019-09-23,26851.45,27011.07,26831.34,26949.99,26949.99,204240000.0,0.000553924678866613,0.006590151540209075,0.013788005721180935"
"2019-09-24,27034.07,27079.68,26704.96,26807.77,26807.77,301750000.0,-0.005277181921032326,0.006528511121430351,-0.4181199766699806"
"2019-09-25,26866.71,27016.56,26755.86,26970.71,26970.71,237220000.0,0.006078088554176686,0.006413943608180632,0.42296085017315255"
"2019-09-26,27004.11,27015.07,26803.84,26891.12,26891.12,229180000.0,-0.0029509790435624517,0.006244310393217547,-0.24581896069165143"
"2019-09-27,26987.26,27012.54,26715.82,26820.25,26820.25,217780000.0,-0.002635442480640404,0.005753526868091528,-0.2224472802177144"
"2019-09-30,26852.33,26998.86,26852.33,26916.83,26916.83,222680000.0,0.003601010430551499,0.005784311267353616,0.23948455862005677"
"2019-10-01,26962.54,27046.21,26562.22,26573.04,26573.04,260110000.0,-0.012772306397150102,0.00600778181974593,-0.9732811685965259"
"2019-10-02,26425.86,26438.04,25974.12,26078.62,26078.62,309640000.0,-0.018606075932599442,0.0071072892348770554,-1.405386393672435"
"2019-10-03,26039.02,26205.2,25743.46,26201.04,26201.04,241610000.0,0.004694266797859781,0.006357176269637738,0.3204616671244004"
"2019-10-04,26271.7,26590.74,26271.7,26573.72,26573.72,221310000.0,0.014223862869565451,0.007179634310807378,1.0263154432163122"
"2019-10-07,26502.33,26655.84,26424.54,26478.02,26478.02,195200000.0,-0.003601302339303669,0.007200606815913811,-0.29398817484569"
"2019-10-08,26276.59,26421.81,26139.8,26164.04,26164.04,244590000.0,-0.011858137428705007,0.007569358670674272,-0.9055689997377756"
"2019-10-09,26308.23,26424.31,26249.75,26346.01,26346.01,190060000.0,0.006954965670439073,0.00747340871702674,0.4879108248651658"
"2019-10-10,26317.35,26603.31,26314.51,26496.67,26496.67,217680000.0,0.005718512974070888,0.007615809554565157,0.3963272154316237"
"2019-10-11,26694.2,27013.97,26694.2,26816.59,26816.59,282080000.0,0.012073970049821359,0.008165891561113409,0.867073650217877"
"2019-10-14,26766.43,26874.33,26749.18,26787.36,26787.36,178620000.0,-0.0010899969011719524,0.008097180902928172,-0.10797667833656768"
"2019-10-15,26811.2,27120.11,26811.2,27024.8,27024.8,245510000.0,0.008863882069752194,0.008358802230443722,0.6293035805035244"
"2019-10-16,26972.31,27058.34,26943.29,27001.98,27001.98,214660000.0,-0.0008444095793492812,0.008352931164201629,-0.08978611315789009"
"2019-10-17,27032.38,27112.16,26970.29,27025.88,27025.88,222540000.0,0.0008851202763648924,0.008346621041576822,0.03831954529118233"
"2019-10-18,27004.49,27018.25,26770.13,26770.2,26770.2,288970000.0,-0.009460561506230314,0.008513460722949588,-0.7279814078176382"
"2019-10-21,26852.67,26852.67,26747.62,26827.64,26827.64,241030000.0,0.0021456694384054398,0.008529018412460846,0.13168797132737212"
"2019-10-22,26850.43,26946.64,26782.61,26788.1,26788.1,265510000.0,-0.0014738530858473542,0.008451739888515702,-0.1364087687830698"
"2019-10-23,26835.24,26896.89,26745.0,26833.95,26833.95,247680000.0,0.001711580888528852,0.008342080423287311,0.09953518753851949"
"2019-10-24,26893.93,26931.78,26714.34,26805.53,26805.53,253590000.0,-0.0010591060950774223,0.008320192714433895,-0.10568860736647835"
"2019-10-25,26789.61,27015.37,26765.68,26958.06,26958.06,274610000.0,0.005690243766864667,0.00839598594222935,0.39423332535449007"
"2019-10-28,27040.33,27167.88,27028.71,27090.72,27090.72,290770000.0,0.0049209772513303385,0.008428508687326445,0.33725402940897103"
"2019-10-29,27061.07,27165.94,27039.76,27071.46,27071.46,269610000.0,-0.0007109445596130692,0.007851485906056103,-0.07990040683328561"
"2019-10-30,27110.71,27204.36,26999.64,27186.69,27186.69,231750000.0,0.004256512208798524,0.006379326537760829,0.2880373411230208"
"2019-10-31,27188.37,27188.37,26918.29,27046.23,27046.23,273830000.0,-0.005166498753617965,0.00654728172551861,-0.4099217140068648"
"2019-11-01,27142.95,27347.43,27142.95,27347.36,27347.36,270870000.0,0.011133899253241708,0.0062642795159686855,0.7974429422039632"
"2019-11-04,27402.06,27517.58,27402.06,27462.11,27462.11,273030000.0,0.004196017458357959,0.006175065402772682,0.2835565165727555"
"2019-11-05,27500.23,27560.36,27453.55,27492.63,27492.63,286350000.0,0.0011113494192545037,0.005275887935557503,0.05507625707299528"
"2019-11-06,27502.74,27526.05,27407.81,27492.56,27492.56,237910000.0,-2.5461369100865383e-06,0.00519494330816946,-0.027429588775521204"
"2019-11-07,27590.16,27774.67,27590.16,27674.8,27674.8,259020000.0,0.006628702456228153,0.0052317526023309465,0.463744625162911"
"2019-11-08,27686.2,27694.95,27578.97,27681.24,27681.24,221440000.0,0.00023270267535813183,0.004697102631086158,-0.010004793305576565"
"2019-11-11,27580.66,27714.39,27517.67,27691.49,27691.49,202350000.0,0.00037028688021201184,0.004664348229824616,0.00018601958890241064"
"2019-11-12,27701.59,27770.86,27635.32,27691.49,27691.49,213670000.0,0.0,0.004355885377955201,-0.02724099732432973"
"2019-11-13,27622.04,27806.4,27587.2,27783.59,27783.59,278390000.0,0.0033259315407008216,0.004351259434302444,0.21910956353492736"
"2019-11-14,27757.2,27800.71,27676.97,27781.96,27781.96,303970000.0,-5.866772436535772e-05,0.00436265975292974,-0.031586494706003665"
"2019-11-15,27843.54,28004.89,27843.54,28004.89,28004.89,283720000.0,0.008024271865627819,0.003788004828671052,0.5671139526780488"
"2019-11-18,27993.22,28040.97,27969.24,28036.22,28036.22,252320000.0,0.0011187331926674204,0.0037966410266437496,0.05562317053145643"
"2019-11-19,28079.76,28090.21,27894.52,27934.02,27934.02,245890000.0,-0.0036452845640390086,0.0039360932763683725,-0.2972459225169201"
"2019-11-20,27879.55,27897.28,27675.28,27821.09,27821.09,258140000.0,-0.004042740715443083,0.00416966195099998,-0.32668535763972595"
"2019-11-21,27820.28,27828.33,27708.34,27766.29,27766.29,232020000.0,-0.0019697287201903,0.0042075116396599775,-0.1731380998417253"
"2019-11-22,27831.23,27898.46,27773.98,27875.62,27875.62,214780000.0,0.003937508395972067,0.004139275449595607,0.26440884268751785"
"2019-11-25,27917.77,28068.69,27917.77,28066.47,28066.47,248420000.0,0.006846484490748539,0.004239724590770091,0.47987566264598025"
"2019-11-26,28080.75,28146.02,28042.21,28121.68,28121.68,324050000.0,0.001967115921596152,0.004199031135109895,0.11846257613475424"
"2019-11-27,28156.47,28174.97,28075.23,28164.0,28164.0,198210000.0,0.0015048887548680945,0.00416313669007575,0.08422557504968431"
"2019-11-29,28103.16,28119.51,28042.53,28051.41,28051.41,120630000.0,-0.003997656582871767,0.004067663444224014,-0.32334599204879844"
"2019-12-02,28109.74,28109.84,27782.35,27783.04,27783.04,236610000.0,-0.00956707702037074,0.004208039716017764,-0.7358709738918626"
"2019-12-03,27501.98,27524.74,27325.13,27502.81,27502.81,275350000.0,-0.01008636923821149,0.0047749179689221205,-0.7743347629234192"
"2019-12-04,27634.63,27727.45,27612.08,27649.78,27649.78,218200000.0,0.00534381759536573,0.004914553882226769,0.3685736626101675"
"2019-12-05,27736.05,27745.2,27562.8,27677.79,27677.79,208600000.0,0.0010130279517595042,0.004916547428164108,0.04779362110605216"
